🕘️更新时间,#genre#
CCTV12,https://epg.pw/stream/aedb71e61961cd2a5a5b9a8a83b8ae489c9408e6b420593aecb92cc36de628fe.m3u8$订阅源
CCTV13,https://hls-gateway.vpstv.net/streams/476899.m3u8$订阅源
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$订阅源
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$订阅源
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$订阅源
CCTV13,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8$订阅源
CCTV13,https://iptv.catvod.com/live.php?id=CCTV-13$订阅源
CCTV13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8$订阅源
CCTV13,http://pull-hs-f5.flive.douyincdn.com/media/stream-695161386435347116/index.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1769399632&major_anchor_level=common&sign=9187b14d05855967b7a316320a1085ce&t_id=037-202601191153519CA1DA2812B4E30F9D02-KO6UcR&volcSecret=9187b14d05855967b7a316320a1085ce&volcTime=1769399632$订阅源
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8$订阅源
CCTV14,https://hls-gateway.vpstv.net/streams/476900.m3u8$订阅源
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$订阅源
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8$订阅源
CCTV15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$订阅源
CCTV15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8$订阅源
CCTV15,https://hls-gateway.vpstv.net/streams/476901.m3u8$订阅源
CCTV15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8$订阅源
CCTV15,https://t.freetv.fun/live/cctv15-4.php$[HD]cctv15
CCTV17,https://migu.188766.xyz/?migutoken=bdeb6d39dcb2a59fa088698d0d2f00eb&id=CCTV17&type=yy$订阅源
CCTV17,https://iptv.catvod.com/live.php?id=CCTV-17$订阅源
CCTV17,http://pull-hls-f26.douyincdn.com/media/stream-118704554834395820.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=69780e69&major_anchor_level=common&sign=3110e51e78d0ef28cef8b792af1560fa&t_id=037-20260120090129CB135EAED6411C70974A-WTvAu3$订阅源
CCTV世界地理,https://hls-gateway.vpstv.net/streams/708852.m3u8$订阅源
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8$订阅源
CCTV风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq$订阅源
CCTV风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8$订阅源
CCTV央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8$订阅源
CCTV央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8$订阅源

💓专享卫视,#genre#
湖南卫视,https://migu.188766.xyz/?migutoken=4c250901056c99e27e7b946a8e080f03&id=hnws&type=sz$订阅源
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8$订阅源
湖南卫视,http://k.061899.xyz/k.php?id=hunws$订阅源
湖南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236225/index.m3u8$订阅源
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226144/index.m3u8$订阅源
湖南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001026/index.m3u8$订阅源
湖南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227482/index.m3u8$订阅源
湖南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000193885/main.m3u8?stbid=$订阅源
江苏卫视,https://migu.188766.xyz/?migutoken=8e66dd8e70fec45209f2cc4d1f400291&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy$订阅源
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8$订阅源
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226781/index.m3u8$订阅源
江苏卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001033/index.m3u8$订阅源
江苏卫视,http://k.061899.xyz/k.php?id=jsws$订阅源
江苏卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000197694/main.m3u8?stbid=$订阅源
江苏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236221/index.m3u8$订阅源
江苏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8$订阅源
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8$订阅源
安徽卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226664/1.m3u8$订阅源
安徽卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007224/main.m3u8?stbid=$订阅源
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226746/index.m3u8$订阅源
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8$订阅源
安徽卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001037/index.m3u8$订阅源
安徽卫视,http://k.061899.xyz/k.php?id=ahws$订阅源
安徽卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236177/index.m3u8$订阅源
东方卫视,https://migu.188766.xyz/?migutoken=b244c34555b306619b620d133669d94d&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&type=yy$订阅源
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8$订阅源
东方卫视,http://k.061899.xyz/k.php?id=dfws$订阅源
东方卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047445/main.m3u8?stbid=$订阅源
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226697/index.m3u8$订阅源
东方卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236227/index.m3u8$订阅源
东方卫视,http://ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8$订阅源
东方卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226734/1.m3u8$订阅源
浙江卫视,https://migu.188766.xyz/?migutoken=ecf431863d3de5572dd7d035f6bf130e&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1$订阅源
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8$订阅源
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-13.m3u8$[HD]浙江卫视
浙江卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236171/index.m3u8$订阅源
浙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226690/1.m3u8$订阅源
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226854/index.m3u8$订阅源
浙江卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001023/index.m3u8$订阅源
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8$订阅源
湖北卫视,https://migu.188766.xyz/?migutoken=a73ac94c67f9c4e3432ebb056d363ed2&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&type=yy$订阅源
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8$订阅源
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei$订阅源
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8$订阅源
湖北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236271/index.m3u8$订阅源
湖北卫视,http://k.061899.xyz/k.php?id=hubws$订阅源
湖北卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001027/index.m3u8$订阅源
北京卫视,https://migu.188766.xyz/?migutoken=d14994d195ae3c43325b210f15346a65&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy$订阅源
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8$订阅源
北京卫视,https://tv.iill.top/migu/bjws&token=cc939526aed05a9c3f42c88c61fb8cb76c2acee2ebd65691e243451029eb7b84$订阅源
北京卫视,http://ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8$订阅源
北京卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182564/main.m3u8?stbid=$订阅源
北京卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236241/index.m3u8$订阅源
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226185/index.m3u8$订阅源
北京卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001029/index.m3u8$订阅源
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8$订阅源
天津卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226686/1.m3u8$订阅源
天津卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047444/main.m3u8?stbid=$订阅源
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226890/index.m3u8$订阅源
天津卫视,http://k.061899.xyz/k.php?id=tjws$订阅源
天津卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236217/index.m3u8$订阅源
天津卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001036/index.m3u8$订阅源
天津卫视,http://ott.mobaibox.com/PLTV/3/224/3221227488/index.m3u8$订阅源
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8$订阅源
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3d44740039027301acf8341d7361ab59$订阅源
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8$订阅源
河北卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007223/main.m3u8?stbid=$订阅源
河北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236242/index.m3u8$订阅源
河北卫视,http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8$订阅源
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226163/index.m3u8$订阅源
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226684/1.m3u8$订阅源
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8$订阅源
重庆卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308825/main.m3u8?stbid=$订阅源
重庆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8$订阅源
重庆卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001129/index.m3u8$订阅源
重庆卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236292/index.m3u8$订阅源
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226169/index.m3u8$订阅源
重庆卫视,http://k.061899.xyz/k.php?id=cqws$订阅源
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8$订阅源
黑龙江卫视,https://hls-gateway.vpstv.net/streams/708854.m3u8$订阅源
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8$订阅源
黑龙江卫视,https://epg.pw/stream/c6c1262d0b35e59eac22bf513395f00f8b60cc5eab41f598412cdf8269312f32.m3u8$订阅源
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
黑龙江卫视,http://k.061899.xyz/k.php?id=hljws$订阅源
黑龙江卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047449/main.m3u8?stbid=$订阅源
黑龙江卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001031/index.m3u8$订阅源
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226749/index.m3u8$订阅源
深圳卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010068$订阅源
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8$订阅源
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen$订阅源
深圳卫视,http://z.b.bkpcp.top/m.php?id=szws$订阅源
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227239/index.m3u8$订阅源
深圳卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236251/index.m3u8$订阅源
深圳卫视,http://k.061899.xyz/k.php?id=szws$订阅源
深圳卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182565/main.m3u8?stbid=$订阅源
广东卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000520$订阅源
广东卫视,http://goo.bkpcp.top/mg/gdws$订阅源
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8$订阅源
广东卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227201/index.m3u8$订阅源
广东卫视,https://migu.188766.xyz/?migutoken=3bfe485bdb9876e9f91cee45effc3768&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&type=yy$订阅源
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86%E5%8F%B0$订阅源
广东卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040391/main.m3u8?stbid=$订阅源
广东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236262/index.m3u8$订阅源
辽宁卫视,https://migu.188766.xyz/?migutoken=3c56089526858bdadecf8f272b29a6ce&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy$订阅源
辽宁卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001035/index.m3u8$订阅源
辽宁卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007225/main.m3u8?stbid=$订阅源
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8$订阅源
辽宁卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236161/index.m3u8$订阅源
辽宁卫视,http://k.061899.xyz/k.php?id=lnws$订阅源
辽宁卫视,http://ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8$订阅源
辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-6.php$[HD]辽宁卫视
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8$订阅源
山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-19.m3u8$[HD]山东卫视
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226739/index.m3u8$订阅源
山东卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182570/main.m3u8?stbid=$订阅源
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236159/index.m3u8$订阅源
山东卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001028/index.m3u8$订阅源
山东卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8$订阅源
山东卫视,http://ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8$订阅源
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8$订阅源
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227472/index.m3u8$订阅源
东南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226675/1.m3u8$订阅源
东南卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001201/index.m3u8$订阅源
东南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236151/index.m3u8$订阅源
东南卫视,http://k.061899.xyz/k.php?id=dnws$订阅源
东南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040459/main.m3u8?stbid=$订阅源
东南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8$订阅源
贵州卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236236/index.m3u8$订阅源
贵州卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182262/main.m3u8?stbid=$订阅源
贵州卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226676/1.m3u8$订阅源
贵州卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226164/index.m3u8$订阅源
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8$订阅源
贵州卫视,http://k.061899.xyz/k.php?id=gzws$订阅源
贵州卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001184/index.m3u8$订阅源
贵州卫视,https://zby.130519.xyz/PLTV/11/224/3221226173/index.m3u8$订阅源
上海纪实,http://iptv.huuc.edu.cn/hls/docuchina.m3u8$订阅源
上海纪实,https://stream1.freetv.fun/shang-hai-ji-shi-ren-wen-1.m3u8$订阅源
上海纪实,https://hls-gateway.vpstv.net/streams/709570.m3u8$订阅源
上海纪实,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010067$订阅源
上海纪实,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$订阅源
上海纪实,http://wouu.net:9977/udp/239.93.1.137:5140$订阅源
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8$订阅源
四川卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308823/main.m3u8?stbid=$订阅源
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226139/index.m3u8$订阅源
四川卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001130/index.m3u8$订阅源
四川卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236255/index.m3u8$订阅源
四川卫视,http://ott.mobaibox.com/PLTV/3/224/3221228171/index.m3u8$订阅源
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8$订阅源
四川卫视,http://k.061899.xyz/k.php?id=scws$订阅源
金鹰纪实,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226668/index.m3u8$订阅源
金鹰纪实,https://hls-gateway.vpstv.net/streams/708834.m3u8$订阅源
金鹰纪实,http://iptv.huuc.edu.cn/hls/gedocu.m3u8$订阅源
金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-35.m3u8$订阅源
金鹰纪实,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226667/1.m3u8$订阅源
